Index;name;album;artist;release_date;length;popularity;explicit;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;key;mode;valence
436;Rise;Blue;Jonas Blue;2018-11-09;194.407;75;False;0.687;0.327;0.687;0.785;0.0;0.203;-4.65;0.0333;106.046;4;1;1;0.655
437;A Thousand Years;A Thousand Years;Christina Perri;2011-10-18;285.12;84;False;0.421;0.309;0.421;0.407;0.000961;0.11;-7.445;0.0267;139.028;3;10;1;0.161
438;More Than You Know;More Than You Know;Axwell /\ Ingrosso;2017-07-28;203.0;83;False;0.646;0.0275;0.646;0.741;0.0;0.312;-4.973;0.034;123.077;4;5;0;0.571
439;HIGHEST IN THE ROOM;HIGHEST IN THE ROOM;Travis Scott;2019-10-04;175.72;87;True;0.598;0.0546;0.598;0.427;5.83e-06;0.21;-8.764;0.0317;76.469;4;7;0;0.0605
440;Sweet Child O' Mine;Appetite For Destruction;Guns N' Roses;1987-07-21;356.066;78;True;0.446;0.0901;0.446;0.952;0.0857;0.112;-5.321;0.0523;125.303;4;6;1;0.624
441;MIA (feat. Drake);MIA (feat. Drake);Bad Bunny;2018-10-11;210.367;82;False;0.817;0.0141;0.817;0.539;0.000496;0.099;-6.349;0.0621;97.062;4;6;0;0.158
442;Te Boté - Remix;Te Boté (Remix);Nio Garcia;2018-04-13;417.92;82;True;0.903;0.542;0.903;0.675;1.28e-05;0.0595;-3.445;0.214;96.507;4;11;0;0.442
443;Callaita;Callaita;Bad Bunny;2019-05-31;250.533;86;True;0.61;0.6;0.61;0.624;2.12e-06;0.243;-4.773;0.309;176.169;4;2;1;0.244
444;Without Me;The Eminem Show;Eminem;2002-05-26;290.32;93;True;0.908;0.00286;0.908;0.669;0.0;0.237;-2.827;0.0738;112.238;4;7;1;0.662
445;River (feat. Ed Sheeran);Revival;Eminem;2017-12-15;221.013;77;True;0.748;0.142;0.748;0.749;0.0;0.0713;-5.916;0.516;90.09;4;8;0;0.659
446;Boy With Luv (feat. Halsey);MAP OF THE SOUL : PERSONA;BTS;2019-04-12;229.773;51;False;0.645;0.0923;0.645;0.862;0.0;0.192;-4.757;0.0965;119.991;4;11;0;0.798
447;House Of The Rising Sun;The Animals;The Animals;1964-01-01;271.28;75;False;0.295;0.000385;0.295;0.584;0.218;0.0996;-6.696;0.0345;117.2;3;9;0;0.228
448;Ain't No Mountain High Enough;United;Marvin Gaye;1967-08-29;151.666;84;False;0.663;0.43;0.663;0.6;0.0;0.184;-10.87;0.032;129.991;4;7;1;0.8
449;Paint It, Black;Aftermath;The Rolling Stones;1966-04-15;202.266;83;False;0.464;0.0493;0.464;0.795;0.00244;0.399;-9.267;0.0926;158.691;4;1;1;0.612
450;Fortunate Son;Willy And The Poor Boys;Creedence Clearwater Revival;1969-11-02;140.773;84;False;0.64;0.201;0.64;0.663;0.00806;0.152;-7.516;0.0374;132.77;4;0;1;0.663
451;Have You Ever Seen The Rain;Pendulum;Creedence Clearwater Revival;1970-12-07;160.333;76;False;0.743;0.0936;0.743;0.47;3.15e-05;0.186;-13.154;0.029;116.122;4;0;1;0.89
452;Stairway to Heaven - Remaster;Led Zeppelin IV (Deluxe Edition);Led Zeppelin;1971-11-08;482.83;83;False;0.338;0.58;0.338;0.34;0.0032;0.116;-12.049;0.0339;82.433;4;9;0;0.197
453;Don't Stop Believin';Escape;Journey;1981;250.986;85;False;0.5;0.127;0.5;0.748;0.0;0.447;-9.072;0.0363;118.852;4;4;1;0.514
454;Take on Me;Hunting High and Low;a-ha;1985-06-01;225.28;87;False;0.573;0.018;0.573;0.902;0.00125;0.0928;-7.638;0.054;84.412;4;6;0;0.876
455;Livin' On A Prayer;Slippery When Wet;Bon Jovi;1986-08-16;249.293;87;False;0.532;0.0778;0.532;0.887;0.000214;0.294;-3.757;0.0335;122.511;4;0;1;0.795
456;Highway to Hell;Highway to Hell;AC/DC;1979-07-27;208.4;87;False;0.574;0.061;0.574;0.913;0.00158;0.156;-4.793;0.133;115.728;4;6;0;0.423
457;Back In Black;Back In Black;AC/DC;1980-07-25;255.493;87;False;0.31;0.011;0.31;0.7;0.00965;0.0828;-5.678;0.047;188.386;4;9;1;0.763
458;Thunderstruck;The Razors Edge;AC/DC;1990-09-24;292.88;86;False;0.502;0.000147;0.502;0.89;0.0117;0.217;-5.175;0.0364;133.52;4;4;1;0.259
459;Creep;Pablo Honey;Radiohead;1993-02-22;238.64;7;True;0.515;0.0102;0.515;0.43;0.000141;0.129;-9.935;0.0369;91.841;4;7;1;0.104
460;Wannabe;Spice;Spice Girls;1996-01-01;173.026;84;False;0.768;0.101;0.768;0.864;0.0;0.162;-6.145;0.0324;110.008;4;11;1;0.891
461;Iris;Dizzy up the Girl;The Goo Goo Dolls;1998-09-11;289.533;84;False;0.315;0.00125;0.315;0.715;7.97e-06;0.0942;-8.072;0.0362;155.925;3;11;0;0.497
462;Chop Suey!;Toxicity;System Of A Down;2001-09-04;210.24;85;False;0.417;0.000278;0.417;0.934;0.0015;0.132;-3.908;0.119;127.066;4;7;0;0.287
463;Numb / Encore;Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course;JAY-Z;2004-11-30;205.733;82;True;0.687;0.0603;0.687;0.793;0.0;0.582;-4.254;0.166;107.045;4;2;1;0.751
464;Hey, Soul Sister;Save Me, San Francisco (Golden Gate Edition);Train;2010-12-01;216.773;86;False;0.673;0.185;0.673;0.886;0.0;0.0826;-4.44;0.0431;97.012;4;1;0;0.795
465;Sucker;Happiness Begins;Jonas Brothers;2019-06-07;181.026;84;False;0.842;0.0427;0.842;0.734;0.0;0.106;-5.065;0.0588;137.958;4;1;0;0.952
466;Money In The Grave (Drake ft. Rick Ross);The Best In The World Pack;Drake;2019-06-15;205.426;82;True;0.831;0.101;0.831;0.502;0.0;0.122;-4.045;0.046;100.541;4;10;0;0.101
467;No Problem (feat. Lil Wayne & 2 Chainz);Coloring Book;Chance the Rapper;2016-05-27;304.606;73;True;0.652;0.156;0.652;0.795;0.0;0.123;-5.192;0.174;135.018;4;11;0;0.788
468;break up with your girlfriend, i'm bored;thank u, next;Ariana Grande;2019-02-08;190.44;81;True;0.726;0.0421;0.726;0.554;0.0;0.106;-5.29;0.0917;169.999;4;5;0;0.335
469;Never Be the Same;Camila;Camila Cabello;2018-01-12;226.973;79;False;0.637;0.181;0.637;0.713;0.000637;0.137;-4.333;0.0747;129.923;4;0;1;0.243
470;Mine;COSMIC;Bazzi;2018-04-12;131.064;80;True;0.71;0.0161;0.71;0.789;2.77e-06;0.451;-3.874;0.0722;142.929;4;4;1;0.717
471;Love Lies (with Normani);Love Lies (with Normani);Khalid;2018-02-14;201.707;78;False;0.708;0.0956;0.708;0.648;0.0;0.134;-5.626;0.0449;143.955;4;6;1;0.338
472;FEFE;DUMMY BOY;6ix9ine;2018-11-27;179.404;57;True;0.931;0.088;0.931;0.387;0.0;0.136;-9.127;0.412;125.978;4;1;1;0.376
473;Ric Flair Drip (with Metro Boomin);Without Warning;21 Savage;2017-10-30;172.8;86;True;0.88;0.149;0.88;0.428;5.05e-05;0.114;-8.28;0.206;100.007;4;9;1;0.333
474;Call Out My Name;My Dear Melancholy,;The Weeknd;2018-03-30;228.373;85;False;0.461;0.17;0.461;0.593;0.0;0.307;-4.954;0.0356;134.17;3;1;1;0.175
475;hot girl bummer;hot girl bummer;blackbear;2019-08-23;185.093;7;True;0.778;0.128;0.778;0.559;0.0;0.399;-7.109;0.0776;129.989;1;6;0;0.678
476;Just the Way You Are;Doo-Wops & Hooligans;Bruno Mars;2010-10-05;220.734;85;False;0.635;0.0134;0.635;0.841;0.0;0.0622;-5.379;0.0422;109.021;4;5;1;0.424
477;Last Christmas;LAST CHRISTMAS;Wham!;1984-11-29;262.96;73;False;0.735;0.189;0.735;0.478;2.48e-06;0.355;-12.472;0.0293;107.682;4;2;1;0.947
478;I Wanna Dance with Somebody (Who Loves Me);Whitney;Whitney Houston;1987-06-02;291.293;85;False;0.709;0.207;0.709;0.824;0.000307;0.0888;-8.824;0.0453;118.818;4;1;1;0.867
479;White Iverson;Stoney (Deluxe);Post Malone;2016-12-09;256.533;80;True;0.675;0.233;0.675;0.562;0.0;0.0816;-7.678;0.0352;130.098;4;7;1;0.309
480;Good For You;Revival (Deluxe);Selena Gomez;2015-10-09;221.28;67;False;0.607;0.181;0.607;0.673;0.0;0.069;-6.484;0.0611;88.952;4;5;0;0.215
481;The Monster;The Marshall Mathers LP2;Eminem;2013-11-05;250.188;80;True;0.781;0.0525;0.781;0.853;0.0;0.12;-3.68;0.0715;110.049;4;1;0;0.624
482;Lose You To Love Me;Lose You To Love Me;Selena Gomez;2019-10-23;206.458;28;False;0.505;0.576;0.505;0.34;0.0;0.21;-9.005;0.0438;101.993;4;4;1;0.0916
483;Come As You Are;Nevermind (Remastered);Nirvana;1991-09-26;218.92;80;False;0.5;0.00016;0.5;0.824;0.00161;0.0916;-5.846;0.0388;120.125;4;4;0;0.539
484;I Won't Give Up;Love Is a Four Letter Word (Deluxe Edition);Jason Mraz;2012-04-13;240.165;75;False;0.483;0.694;0.483;0.303;0.0;0.115;-10.058;0.0429;133.406;3;4;1;0.139
485;How Do You Sleep?;How Do You Sleep?;Sam Smith;2019-07-19;202.204;79;False;0.477;0.153;0.477;0.682;0.0;0.0763;-4.931;0.0925;110.567;5;1;0;0.345
486;China;China;Anuel AA;2019-07-19;301.714;80;False;0.786;0.0846;0.786;0.808;0.000289;0.0822;-3.702;0.0882;105.027;4;7;1;0.609
487;Soltera - Remix;Épico;Lunay;2019-10-25;266.086;74;False;0.795;0.361;0.795;0.783;0.0;0.437;-4.271;0.0432;92.01;4;5;1;0.799
488;Con Calma;Con Calma;Daddy Yankee;2019-01-24;193.226;83;False;0.737;0.11;0.737;0.86;1.94e-06;0.0574;-2.652;0.0593;93.989;4;8;0;0.656
489;Going Bad (feat. Drake);Championships;Meek Mill;2018-11-30;180.522;84;True;0.889;0.259;0.889;0.496;0.0;0.252;-6.365;0.0905;86.003;4;4;0;0.544
490;MIDDLE CHILD;MIDDLE CHILD;J. Cole;2019-01-23;213.593;85;True;0.837;0.149;0.837;0.364;0.0;0.271;-11.713;0.276;123.984;4;8;1;0.463
491;In My Mind;In My Mind;Dynoro;2018-06-08;184.56;83;False;0.694;0.176;0.694;0.77;1.1e-05;0.118;-5.335;0.149;125.905;4;6;1;0.163
492;Calma - Remix;Calma (Remix);Pedro Capó;2018-10-05;238.2;79;False;0.826;0.323;0.826;0.773;0.0;0.143;-4.218;0.0524;126.899;4;11;0;0.761
493;Taste (feat. Offset);Legendary;Tyga;2019-06-07;229.21;79;True;0.866;0.0293;0.866;0.613;0.0;0.104;-6.385;0.151;98.001;4;0;1;0.359
494;X;Intimo;Nicky Jam;2019-11-01;172.854;79;False;0.594;0.0338;0.594;0.749;0.00106;0.3;-5.298;0.056;179.968;4;9;0;0.694
495;Mo Bamba;MUDBOY;Sheck Wes;2018-10-05;183.906;82;True;0.729;0.194;0.729;0.625;0.00986;0.248;-5.266;0.0315;146.034;4;4;1;0.261
496;Don't Call Me Up;Ivy To Roses (Mixtape);Mabel;2019-01-18;178.48;82;False;0.674;0.296;0.674;0.881;3.01e-06;0.0793;-2.853;0.147;98.994;4;9;1;0.234
497;ROXANNE;ROXANNE;Arizona Zervas;2019-10-10;163.636;84;True;0.621;0.0522;0.621;0.601;0.0;0.46;-5.616;0.148;116.735;5;6;0;0.457
498;Body;Body;Loud Luxury;2017-10-27;163.216;77;False;0.752;0.0476;0.752;0.764;9.44e-05;0.0543;-4.399;0.038;121.958;4;1;1;0.582
499;Me Niego (feat. Ozuna & Wisin);Ahora;Reik;2019-05-31;221.653;77;False;0.777;0.0505;0.777;0.782;0.0;0.64;-4.435;0.0907;94.023;4;0;0;0.773
500;Déjala Que Vuelva (feat. Manuel Turizo);Ubuntu;Piso 21;2018-05-11;220.116;76;False;0.681;0.0482;0.681;0.788;0.0;0.0753;-4.323;0.0785;170.019;4;1;1;0.839
501;All The Stars (with SZA);Black Panther The Album Music From And Inspired By;Kendrick Lamar;2018-02-09;232.186;85;True;0.698;0.0605;0.698;0.633;0.000194;0.0926;-4.946;0.0597;96.924;4;8;1;0.552
502;Adan y Eva;Homerun;Paulo Londra;2019-05-23;256.971;77;False;0.767;0.323;0.767;0.709;0.0;0.0745;-4.47;0.336;171.993;4;1;1;0.72
503;Felices los 4;F.A.M.E.;Maluma;2018-05-18;230.0;78;False;0.766;0.213;0.766;0.756;0.0;0.349;-5.861;0.132;94.027;4;5;1;0.716
504;All Girls Are The Same;Goodbye & Good Riddance;Juice WRLD;2018-12-10;165.819;87;True;0.671;0.0769;0.671;0.529;0.000335;0.0856;-7.226;0.307;161.989;4;0;1;0.203
505;Natural;Origins (Deluxe);Imagine Dragons;2018-11-09;189.466;85;False;0.704;0.217;0.704;0.611;0.0;0.0812;-6.112;0.0409;100.0;4;2;1;0.22
506;Lalala;Lalala;Y2K;2019-06-28;160.626;80;True;0.843;0.178;0.843;0.39;0.0;0.137;-7.899;0.0846;129.972;4;2;1;0.495
507;Piece Of Your Heart;Piece Of Your Heart;MEDUZA;2019-02-01;152.913;81;False;0.677;0.0404;0.677;0.744;0.00016;0.074;-6.806;0.0295;124.08;4;10;0;0.631
508;Latch;Settle (Deluxe);Disclosure;2013-06-03;255.866;74;False;0.729;0.0178;0.729;0.735;0.000193;0.089;-5.455;0.0919;121.986;4;1;1;0.544
509;everything i wanted;everything i wanted;Billie Eilish;2019-11-13;245.425;86;False;0.704;0.902;0.704;0.225;0.657;0.106;-14.454;0.0994;120.006;4;6;0;0.243
510;Losing My Religion;Out Of Time (25th Anniversary Edition);R.E.M.;1991-03-12;268.426;86;False;0.666;0.179;0.666;0.855;1.2e-06;0.0987;-5.051;0.0295;125.639;4;9;0;0.803
511;What Lovers Do (feat. SZA);Red Pill Blues (Deluxe);Maroon 5;2018-06-15;199.849;69;False;0.799;0.0788;0.799;0.597;5.66e-06;0.1;-5.131;0.0611;110.001;4;5;0;0.419
512;Maps;V;Maroon 5;2014-09-02;189.96;86;False;0.742;0.0205;0.742;0.713;0.0;0.059;-5.522;0.0303;120.032;4;1;0;0.879
513;Animals;V;Maroon 5;2014-09-02;231.013;84;False;0.279;0.000185;0.279;0.742;0.0;0.593;-6.46;0.0898;189.868;4;4;0;0.328
514;i'm so tired...;~how i'm feeling~;Lauv;2020-03-06;162.586;81;False;0.576;0.178;0.576;0.736;0.0;0.238;-7.572;0.224;101.928;4;11;1;0.484
515;Say So;Hot Pink;Doja Cat;2019-11-07;237.893;85;True;0.787;0.264;0.787;0.673;3.35e-06;0.0904;-4.583;0.159;110.962;4;11;0;0.779
516;The Less I Know The Better;Currents;Tame Impala;2015-07-17;216.32;88;True;0.64;0.0115;0.64;0.74;0.00678;0.167;-4.083;0.0284;116.879;4;4;1;0.785
517;Tusa;Tusa;KAROL G;2019-11-07;200.96;83;False;0.803;0.295;0.803;0.715;0.000134;0.0574;-3.28;0.298;101.085;4;2;1;0.574
518;Hear Me Now (feat. Zeeba);Hear Me Now (feat. Zeeba);Alok;2016-10-21;194.84;78;False;0.778;0.546;0.778;0.463;0.00289;0.0731;-7.603;0.0389;121.999;4;11;1;0.496
519;Classic;MKTO;MKTO;2012;175.426;87;False;0.72;0.0384;0.72;0.791;0.0;0.157;-4.689;0.124;102.071;4;1;1;0.756
520;Am I Wrong;Black Star Elephant;Nico & Vinz;2014;245.866;81;False;0.729;0.175;0.729;0.675;1.58e-06;0.55;-6.003;0.0312;119.968;4;8;1;0.779
521;Exchange;T R A P S O U L;Bryson Tiller;2015-10-02;194.613;81;True;0.525;0.107;0.525;0.433;0.0;0.135;-10.598;0.185;160.108;4;6;1;0.276
522;Caroline;Good For You;Aminé;2017-07-28;209.64;80;True;0.94;0.17;0.94;0.335;0.0;0.262;-10.179;0.505;120.04;4;5;0;0.707
523;Feel Good Inc.;Demon Days;Gorillaz;2005-05-23;222.64;87;False;0.818;0.00836;0.818;0.705;0.00233;0.613;-6.679;0.177;138.559;4;6;1;0.772
524;Ride It;Ride It;Regard;2019-07-26;157.605;86;False;0.88;0.177;0.88;0.751;6.43e-05;0.106;-4.258;0.0874;117.948;4;7;0;0.884
525;Lost In Japan;Shawn Mendes;Shawn Mendes;2018-05-25;201.2;76;False;0.713;0.255;0.713;0.738;0.0;0.106;-6.784;0.374;105.027;4;10;1;0.425
526;If I Can't Have You;Shawn Mendes (Deluxe);Shawn Mendes;2019-06-19;191.466;75;False;0.691;0.487;0.691;0.823;0.0;0.134;-4.197;0.0623;123.935;4;2;1;0.87
527;Intentions (feat. Quavo);Changes;Justin Bieber;2020-02-14;212.866;80;False;0.806;0.3;0.806;0.546;0.0;0.102;-6.637;0.0575;147.986;4;9;1;0.874
528;ocean eyes;Ocean Eyes;Billie Eilish;2016-11-18;200.56;69;False;0.475;0.819;0.475;0.37;0.0577;0.0841;-7.725;0.0361;144.828;4;4;0;0.157
529;idontwannabeyouanymore;dont smile at me;Billie Eilish;2017-12-22;203.569;84;False;0.483;0.737;0.483;0.412;0.0;0.116;-8.461;0.0402;170.163;3;7;1;0.247
530;Roar;PRISM;Katy Perry;2013-01-01;223.546;81;False;0.671;0.00492;0.671;0.771;7.28e-06;0.354;-4.821;0.0316;90.003;4;7;0;0.436
531;Here Comes The Sun - Remastered 2009;Abbey Road (Remastered);The Beatles;1969-09-26;185.733;85;False;0.557;0.0339;0.557;0.54;0.00248;0.179;-10.484;0.0347;129.171;4;9;1;0.394
532;Adore You;Fine Line;Harry Styles;2019-12-13;207.133;87;False;0.676;0.0237;0.676;0.771;0,000007;0.102;-3.675;0.0483;99.048;4;8;1;0.569
533;Bad Liar;Origins (Deluxe);Imagine Dragons;2018-11-09;260.773;83;False;0.383;0.0722;0.383;0.637;0.0;0.368;-6.993;0.0703;177.913;4;3;1;0.0827
534;Beautiful (feat. Camila Cabello);Beautiful (feat. Camila Cabello);Bazzi;2018-08-02;180.0;78;False;0.638;0.346;0.638;0.717;0.0;0.105;-4.722;0.0337;100.027;4;2;1;0.249
535;Safe And Sound;In A Tidal Wave Of Mystery (Deluxe Edition);Capital Cities;2013;192.789;87;False;0.655;0.000176;0.655;0.819;0.00374;0.104;-4.852;0.0316;117.956;5;0;1;0.766
536;death bed (coffee for your head);death bed (coffee for your head);Powfu;2020-02-08;173.333;88;False;0.726;0.731;0.726;0.431;0.0;0.696;-8.765;0.135;144.026;4;8;0;0.348
537;Praise The Lord (Da Shine) (feat. Skepta);TESTING;A$AP Rocky;2018-05-25;205.04;85;True;0.854;0.0609;0.854;0.569;0.0816;0.1;-8.151;0.106;80.015;4;5;0;0.294
538;Swervin (feat. 6ix9ine);Hoodie SZN;A Boogie Wit da Hoodie;2018-12-21;189.486;80;True;0.581;0.0153;0.581;0.662;0.0;0.111;-5.239;0.303;93.023;4;9;1;0.434
539;Life Is Good (feat. Drake);High Off Life;Future;2020-05-15;237.918;78;True;0.795;0.067;0.795;0.574;0.0;0.15;-6.903;0.487;142.053;4;2;0;0.537
540;Savage Love (Laxed - Siren Beat);Savage Love (Laxed - Siren Beat);Jawsh 685;2020-06-11;171.374;83;True;0.767;0.234;0.767;0.481;0.0;0.269;-8.52;0.0803;150.076;4;0;0;0.761
541;I Miss You (feat. Julia Michaels);What Is Love? (Deluxe Edition);Clean Bandit;2018-11-30;205.986;75;False;0.693;0.299;0.693;0.624;7.64e-06;0.0955;-7.482;0.0448;105.002;4;0;0;0.369
542;Issues;Nervous System;Julia Michaels;2017-07-28;176.32;79;False;0.728;0.401;0.728;0.415;0.0;0.0616;-6.852;0.0639;114.145;4;8;1;0.455
543;All The Small Things;Enema Of The State;blink-182;1999-06-01;167.066;84;False;0.434;0.0103;0.434;0.897;0.0;0.612;-4.918;0.0488;148.726;4;0;1;0.684
544;Ahora Dice;Ahora Dice;Chris Jedi;2017-03-17;271.08;2;False;0.704;0.249;0.704;0.69;0.0;0.123;-5.451;0.16;144.045;4;6;1;0.402
545;Freaky Friday (feat. Chris Brown);Freaky Friday (feat. Chris Brown);Lil Dicky;2018-03-15;216.631;75;True;0.755;0.147;0.755;0.599;0.0;0.109;-5.042;0.224;133.123;4;8;1;0.755
546;Bitter Sweet Symphony;Urban Hymns (Remastered 2016);The Verve;1997-09-29;357.266;83;False;0.356;0.0335;0.356;0.917;0.0;0.406;-6.006;0.0479;171.176;4;9;1;0.518
547;Somebody To Love - Remastered 2011;A Day At The Races (Deluxe Remastered Version);Queen;1976-12-10;296.493;72;False;0.497;0.19;0.497;0.693;0.0;0.215;-7.024;0.0565;111.539;3;8;1;0.358
548;"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack";I Don't Want To Miss A Thing EP;Aerosmith;1998-08-18;299.76;79;False;0.39;0.172;0.39;0.649;0.0;0.216;-5.163;0.0345;121.16;4;2;1;0.144
549;Robbery;Death Race For Love;Juice WRLD;2019-03-08;240.05;69;True;0.685;0.328;0.685;0.692;0.0;0.153;-5.122;0.0457;159.966;5;2;1;0.578
550;ME! (feat. Brendon Urie of Panic! At The Disco);Lover;Taylor Swift;2019-08-23;193.0;80;False;0.61;0.033;0.61;0.83;0.0;0.118;-4.105;0.0571;182.162;4;0;1;0.728
551;Set Fire to the Rain;21;Adele;2011-01-19;241.693;3;False;0.61;0.00382;0.61;0.683;1.79e-06;0.125;-3.879;0.0253;108.003;4;2;0;0.466
552;No Limit;The Beautiful & Damned;G-Eazy;2017-12-15;245.386;76;True;0.838;0.0117;0.838;0.771;0.0;0.0853;-3.791;0.244;175.957;4;1;1;0.405
553;10,000 Hours (with Justin Bieber);10,000 Hours (with Justin Bieber);Dan + Shay;2019-10-04;167.693;83;False;0.654;0.153;0.654;0.63;0.0;0.111;-4.644;0.0259;89.991;4;10;1;0.43
554;Lemonade (feat. Gunna, Don Toliver & NAV);B4 The Storm;Internet Money;2020-08-28;195.428;82;True;0.8;0.25;0.8;0.658;0.0;0.111;-6.142;0.079;140.042;4;1;0;0.462
555;For The Night (feat. Lil Baby & DaBaby);Shoot For The Stars Aim For The Moon;Pop Smoke;2020-07-03;190.476;86;True;0.823;0.114;0.823;0.586;0.0;0.193;-6.606;0.2;125.971;4;6;0;0.347
556;Rocket Man (I Think It's Going To Be A Long, Long Time);Honky Chateau;Elton John;1972-05-19;281.613;85;False;0.601;0.432;0.601;0.532;6.25e-06;0.0925;-9.119;0.0286;136.571;4;10;1;0.341
557;Stolen Dance;Sadnecessary;Milky Chance;2014-06-20;313.684;78;False;0.885;0.427;0.885;0.581;0.000204;0.0759;-8.813;0.0378;114.016;4;11;1;0.728
558;Heather;Kid Krow;Conan Gray;2020-03-20;198.04;90;False;0.357;0.584;0.357;0.425;0.0;0.322;-7.301;0.0333;102.078;3;5;1;0.27
559;Body Like A Back Road;SOUTHSIDE;Sam Hunt;2020-04-03;162.546;72;False;0.736;0.441;0.736;0.458;0.0;0.148;-7.437;0.0316;98.977;4;5;1;0.65
560;Plain Jane;Still Striving;A$AP Ferg;2017-08-18;173.6;79;True;0.797;0.0651;0.797;0.844;0.0;0.087;-5.482;0.275;170.142;4;11;1;0.52
561;positions;Positions;Ariana Grande;2020-10-30;172.324;89;True;0.737;0.468;0.737;0.802;0.0;0.0931;-4.771;0.0878;144.015;4;0;1;0.682
562;LA CANCIÓN;OASIS;J Balvin;2019-06-28;242.573;90;False;0.754;0.152;0.754;0.646;1.85e-05;0.108;-5.795;0.317;176.089;4;7;1;0.429
563;All Time Low;The Human Condition;Jon Bellion;2016-06-10;217.603;74;True;0.617;0.0584;0.617;0.567;0.0;0.0933;-4.188;0.0828;90.246;4;0;1;0.505
564;How Far I'll Go - Alessia Cara Version;Moana (Original Motion Picture Soundtrack/Deluxe Edition);Various Artists;2016-11-18;175.506;70;False;0.31;0.163;0.31;0.54;0.000129;0.0713;-9.629;0.346;180.994;4;9;1;0.148
565;Make You Feel My Love;19;Adele;2008-01-28;212.04;77;False;0.317;0.907;0.317;0.172;0.000383;0.105;-10.636;0.0326;65.18;3;10;1;0.0963
566;Never Be Like You (feat. Kai);Skin;Flume;2016-05-27;234.909;71;True;0.444;0.453;0.444;0.557;0.0;0.152;-5.476;0.0602;115.058;4;0;1;0.296
567;Sorry Not Sorry;Tell Me You Love Me (Deluxe);Demi Lovato;2017-09-29;203.76;8;True;0.705;0.0237;0.705;0.64;0.0;0.262;-6.928;0.225;144.077;4;11;0;0.887
568;Stuck with U (with Justin Bieber);Stuck with U;Ariana Grande;2020-05-08;228.482;87;False;0.597;0.223;0.597;0.45;0.0;0.382;-6.658;0.0418;178.765;3;8;1;0.537
569;Best Part (feat. H.E.R.);Freudian;Daniel Caesar;2017-08-25;209.831;81;False;0.524;0.808;0.524;0.364;0.0;0.1;-10.209;0.0367;75.24;4;7;1;0.436
570;Blank Space;1989;Taylor Swift;2014-10-27;231.826;79;False;0.753;0.085;0.753;0.678;1.64e-06;0.13;-5.421;0.0644;96.006;4;5;1;0.583
571;You Need To Calm Down;Lover;Taylor Swift;2019-08-23;171.36;81;False;0.771;0.00929;0.771;0.671;0.0;0.0637;-5.617;0.0553;85.026;4;2;1;0.714
572;Otherside;Californication (Deluxe Edition);Red Hot Chili Peppers;1999-06-08;255.373;82;False;0.458;0.00316;0.458;0.795;0.000202;0.0756;-3.265;0.0574;123.229;4;0;1;0.513
573;Close To Me;Brightest Blue;Ellie Goulding;2020-07-17;182.626;65;True;0.572;0.0946;0.572;0.75;0.0;0.378;-5.042;0.0604;144.081;4;1;0;0.475
574;The Chain - 2004 Remaster;Rumours (Super Deluxe);Fleetwood Mac;1977-02-04;270.213;84;False;0.545;0.009;0.545;0.67;0.000822;0.0451;-8.81;0.0496;151.553;4;9;1;0.481
575;Go Your Own Way - 2004 Remaster;Rumours (Super Deluxe);Fleetwood Mac;1977-02-04;223.613;72;False;0.586;0.0167;0.586;0.941;0.000776;0.068;-5.139;0.0375;135.448;4;5;1;0.831
576;Mr. Blue Sky;Out of the Blue;Electric Light Orchestra;1977;303.373;84;False;0.388;0.652;0.388;0.338;3.73e-06;0.248;-10.054;0.0329;177.765;4;10;1;0.478
577;Supalonely (feat. Gus Dapperton);Hey u x;BENEE;2020-11-13;223.488;68;True;0.862;0.291;0.862;0.631;0.000209;0.123;-4.746;0.0515;128.978;4;7;1;0.841
578;Hey There Delilah;All That We Needed;Plain White T's;2005-01-01;232.533;83;False;0.656;0.872;0.656;0.291;0.0;0.114;-10.572;0.0293;103.971;4;2;1;0.298
579;Rain On Me (with Ariana Grande);Chromatica;Lady Gaga;2020-05-29;182.2;80;False;0.672;0.021;0.672;0.855;0.0;0.323;-3.764;0.0397;123.056;4;9;1;0.646
580;Bad Romance;The Fame Monster (Deluxe Edition);Lady Gaga;2009-11-05;294.573;85;True;0.696;0.00314;0.696;0.921;5.24e-05;0.0842;-3.755;0.0363;119.001;4;0;1;0.714
581;Always Remember Us This Way;A Star Is Born Soundtrack (Without Dialogue);Lady Gaga;2018-10-05;210.2;83;False;0.553;0.299;0.553;0.502;0.0;0.764;-5.972;0.0409;129.976;4;0;1;0.296
582;Poker Face;The Fame;Lady Gaga;2008-01-01;237.2;79;False;0.851;0.118;0.851;0.806;1.64e-06;0.121;-4.62;0.0787;118.999;4;4;1;0.787
583;Million Reasons;Joanne (Deluxe);Lady Gaga;2016-10-21;205.28;80;False;0.666;0.494;0.666;0.423;0.0;0.106;-8.012;0.043;129.89;4;0;1;0.154
584;Wild Ones (feat. Sia);Wild Ones;Flo Rida;2012-06-22;232.946;82;False;0.608;0.0991;0.608;0.86;0.0;0.262;-5.324;0.0554;127.075;4;5;0;0.437
